ACCNUM,ObjectId,INVTYPE,INVAGE,INJURY,FATAL_NO,INITDIR,VEHTYPE,MANOEUVER,DRIVACT,DRIVCOND,PEDTYPE,PEDACT,PEDCOND,CYCLISTYPE,CYCACT,CYCCOND,PEDESTRIAN,CYCLIST,AUTOMOBILE,MOTORCYCLE,TRUCK,TRSN_CITY_VEH,EMERG_VEH,PASSENGER,SPEEDING,AG_DRIV,REDLIGHT,ALCOHOL,DISABILITY
1374300,9542,Pedestrian,25 to 29,4,NULL,East,Other,NULL,NULL,NULL,Pedestrian hit at mid-block,Other,Normal,NULL,NULL,NULL,Yes,NULL,Yes,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1363081,9543,Pedestrian,unknown,4,NULL,North,Other,Other,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Yes,NULL,Yes,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1363081,9544,Driver,unknown,1,NULL,West,"Automobile, Station Wagon",Going Ahead,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Yes,NULL,Yes,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1374422,9545,Passenger,25 to 29,3,NULL,NULL,Other,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Yes,Yes,NULL,NULL,NULL,Yes,NULL,NULL,NULL,NULL,NULL
1374422,9546,Motorcycle Driver,35 to 39,4,NULL,East,Motorcycle,Going Ahead,Driving Properly,Normal,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Yes,Yes,NULL,NULL,NULL,Yes,NULL,NULL,NULL,NULL,NULL
1374422,9547,Vehicle Owner,unknown,NULL,NULL,NULL,Other,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Yes,Yes,NULL,NULL,NULL,Yes,NULL,NULL,NULL,NULL,NULL
1374422,9548,Driver,40 to 44,5,NULL,West,"Automobile, Station Wagon",Making U Turn,Improper Turn,Inattentive,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Yes,Yes,NULL,NULL,NULL,Yes,NULL,NULL,NULL,NULL,NULL
1363559,9549,Driver,40 to 44,1,NULL,North,"Automobile, Station Wagon",Turning Left,Failed to Yield Right of Way,Normal,NULL,NULL,NULL,NULL,NULL,NULL,Yes,NULL,Yes,NULL,NULL,NULL,NULL,NULL,NULL,Yes,NULL,NULL,NULL
1363559,9550,Pedestrian,85 to 89,4,NULL,South,Other,NULL,NULL,NULL,Vehicle turns left while ped crosses without ROW at inter.,Crossing without right of way,Medical or Physical Disability,NULL,NULL,NULL,Yes,NULL,Yes,NULL,NULL,NULL,NULL,NULL,NULL,Yes,NULL,NULL,NULL
1375460,9551,Motorcycle Driver,20 to 24,4,NULL,North,Motorcycle,Going Ahead,Lost control,"Ability Impaired, Alcohol Over .08",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Yes,NULL,NULL,NULL,NULL,NULL,Yes,NULL,Yes,NULL
1366347,9552,Vehicle Owner,unknown,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Yes,NULL,Yes,NULL,NULL,NULL,NULL,Yes,NULL,Yes,NULL,NULL,NULL
1366347,9553,Driver,65 to 69,4,NULL,West,"Automobile, Station Wagon",Going Ahead,Driving Properly,Normal,NULL,NULL,NULL,NULL,NULL,NULL,Yes,NULL,Yes,NULL,NULL,NULL,NULL,Yes,NULL,Yes,NULL,NULL,NULL
1366347,9554,Passenger,50 to 54,3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Yes,NULL,Yes,NULL,NULL,NULL,NULL,Yes,NULL,Yes,NULL,NULL,NULL
1366347,9555,Passenger,65 to 69,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Yes,NULL,Yes,NULL,NULL,NULL,NULL,Yes,NULL,Yes,NULL,NULL,NULL
1366347,9556,Driver,50 to 54,3,NULL,West,"Automobile, Station Wagon",Changing Lanes,Improper Lane Change,Inattentive,NULL,NULL,NULL,NULL,NULL,NULL,Yes,NULL,Yes,NULL,NULL,NULL,NULL,Yes,NULL,Yes,NULL,NULL,NULL
1366347,9557,Pedestrian,5 to 9,3,NULL,North,NULL,NULL,NULL,NULL,Pedestrian hit on sidewalk or shoulder,On Sidewalk or Shoulder,Unknown,NULL,NULL,NULL,Yes,NULL,Yes,NULL,NULL,NULL,NULL,Yes,NULL,Yes,NULL,NULL,NULL
1366347,9558,Pedestrian,15 to 19,3,NULL,North,NULL,NULL,NULL,NULL,Pedestrian hit on sidewalk or shoulder,On Sidewalk or Shoulder,Unknown,NULL,NULL,NULL,Yes,NULL,Yes,NULL,NULL,NULL,NULL,Yes,NULL,Yes,NULL,NULL,NULL
1366347,9559,Pedestrian,40 to 44,3,NULL,North,NULL,NULL,NULL,NULL,Pedestrian hit on sidewalk or shoulder,On Sidewalk or Shoulder,Unknown,NULL,NULL,NULL,Yes,NULL,Yes,NULL,NULL,NULL,NULL,Yes,NULL,Yes,NULL,NULL,NULL
1366347,9560,Pedestrian,55 to 59,4,NULL,North,NULL,NULL,NULL,NULL,Pedestrian hit on sidewalk or shoulder,On Sidewalk or Shoulder,Unknown,NULL,NULL,NULL,Yes,NULL,Yes,NULL,NULL,NULL,NULL,Yes,NULL,Yes,NULL,NULL,NULL
1366347,9561,Pedestrian,70 to 74,2,19,North,NULL,NULL,NULL,NULL,Pedestrian hit on sidewalk or shoulder,On Sidewalk or Shoulder,Unknown,NULL,NULL,NULL,Yes,NULL,Yes,NULL,NULL,NULL,NULL,Yes,NULL,Yes,NULL,NULL,NULL
1366347,9562,Pedestrian,45 to 49,5,NULL,North,NULL,NULL,NULL,NULL,Pedestrian hit on sidewalk or shoulder,On Sidewalk or Shoulder,Unknown,NULL,NULL,NULL,Yes,NULL,Yes,NULL,NULL,NULL,NULL,Yes,NULL,Yes,NULL,NULL,NULL
1366347,9563,Pedestrian,70 to 74,4,NULL,North,NULL,NULL,NULL,NULL,Pedestrian hit on sidewalk or shoulder,On Sidewalk or Shoulder,Unknown,NULL,NULL,NULL,Yes,NULL,Yes,NULL,NULL,NULL,NULL,Yes,NULL,Yes,NULL,NULL,NULL
1363537,9564,Motorcycle Driver,25 to 29,2,18,West,Motorcycle,Going Ahead,Lost control,Unknown,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Yes,Yes,NULL,NULL,NULL,NULL,Yes,Yes,NULL,NULL,NULL
1363537,9565,Other,unknown,1,NULL,Unknown,"Automobile, Station Wagon",Parked,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Yes,Yes,NULL,NULL,NULL,NULL,Yes,Yes,NULL,NULL,NULL
1363537,9566,NULL,unknown,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Yes,Yes,NULL,NULL,NULL,NULL,Yes,Yes,NULL,NULL,NULL
1375838,9567,Driver,30 to 34,1,NULL,East,"Automobile, Station Wagon",Turning Left,Failed to Yield Right of Way,Normal,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Yes,Yes,NULL,NULL,NULL,NULL,NULL,NULL,Yes,NULL,NULL,NULL
1375838,9568,Cyclist,50 to 54,4,NULL,West,Bicycle,Going Ahead,NULL,NULL,NULL,NULL,NULL,Motorist turned left across cyclists path.,Disobeyed Traffic Control,Normal,NULL,Yes,Yes,NULL,NULL,NULL,NULL,NULL,NULL,Yes,NULL,NULL,NULL
1364079,9569,Driver,55 to 59,1,NULL,North,"Automobile, Station Wagon",Going Ahead,Driving Properly,Normal,NULL,NULL,NULL,NULL,NULL,NULL,Yes,NULL,Yes,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1364079,9570,Pedestrian,75 to 79,2,20,East,NULL,NULL,NULL,NULL,Vehicle is going straight thru inter.while ped cross without ROW,Crossing without right of way,Had Been Drinking,NULL,NULL,NULL,Yes,NULL,Yes,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1364208,9571,Driver,45 to 49,1,NULL,East,Municipal Transit Bus (TTC),Slowing or Stopping,Driving Properly,Normal,NULL,NULL,NULL,NULL,NULL,NULL,Yes,NULL,NULL,NULL,NULL,Yes,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1364208,9572,Pedestrian,55 to 59,4,NULL,North,Other,NULL,NULL,NULL,Pedestrian involved in a collision with transit vehicle anywhere along roadway,Running onto Roadway,Unknown,NULL,NULL,NULL,Yes,NULL,NULL,NULL,NULL,Yes,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1364208,9573,Vehicle Owner,unknown,NULL,NULL,NULL,Other,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Yes,NULL,NULL,NULL,NULL,Yes,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1374452,9574,Driver,55 to 59,1,NULL,West,NULL,Going Ahead,Failed to Yield Right of Way,Normal,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Yes,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Yes,NULL,NULL,NULL
1374452,9575,Cyclist,25 to 29,4,NULL,North,Bicycle,Going Ahead,NULL,NULL,NULL,NULL,NULL,"Motorist without ROW drives into path of cyclist at inter, lnwy, dwy-Driver not turn.",Driving Properly,Normal,NULL,Yes,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Yes,NULL,NULL,NULL
1364430,9576,Vehicle Owner,unknown,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Yes,NULL,NULL,NULL,NULL,Yes,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1364430,9577,Driver,50 to 54,1,NULL,South,Municipal Transit Bus (TTC),Going Ahead,Driving Properly,Normal,NULL,NULL,NULL,NULL,NULL,NULL,Yes,NULL,NULL,NULL,NULL,Yes,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1364430,9578,Pedestrian,65 to 69,2,24,East,NULL,NULL,NULL,NULL,Pedestrian involved in a collision with transit vehicle anywhere along roadway,Crossing without right of way,Inattentive,NULL,NULL,NULL,Yes,NULL,NULL,NULL,NULL,Yes,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1376821,9585,Vehicle Owner,unknown,NULL,NULL,NULL,Other,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Yes,NULL,Yes,NULL,NULL,NULL,NULL,Yes,NULL,NULL,NULL
1376797,9579,Driver,65 to 69,1,NULL,West,"Automobile, Station Wagon",Going Ahead,Failed to Yield Right of Way,Inattentive,NULL,NULL,NULL,NULL,NULL,NULL,Yes,NULL,Yes,NULL,NULL,NULL,NULL,NULL,NULL,Yes,NULL,NULL,NULL
1376797,9580,Pedestrian,65 to 69,4,NULL,North,Other,NULL,NULL,NULL,Vehicle is going straight thru inter.while ped cross with ROW,Crossing with right of way,Normal,NULL,NULL,NULL,Yes,NULL,Yes,NULL,NULL,NULL,NULL,NULL,NULL,Yes,NULL,NULL,NULL
1376894,9581,Driver,45 to 49,1,NULL,West,"Automobile, Station Wagon",Turning Left,Driving Properly,Normal,NULL,NULL,NULL,NULL,NULL,NULL,Yes,NULL,Yes,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1376894,9582,Pedestrian,40 to 44,4,NULL,East,Other,NULL,NULL,NULL,Vehicle turns left while ped crosses without ROW at inter.,Crossing without right of way,Normal,NULL,NULL,NULL,Yes,NULL,Yes,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1376926,9583,Driver,25 to 29,1,NULL,South,"Automobile, Station Wagon",Going Ahead,Driving Properly,Normal,NULL,NULL,NULL,NULL,NULL,NULL,Yes,NULL,Yes,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1376926,9584,Pedestrian,70 to 74,4,NULL,East,Other,NULL,NULL,NULL,Pedestrian hit at mid-block,"Crossing, no Traffic Control",Inattentive,NULL,NULL,NULL,Yes,NULL,Yes,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1376821,9586,Truck Driver,20 to 24,1,NULL,East,Truck - Open,Going Ahead,Driving Properly,Normal,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Yes,NULL,Yes,NULL,NULL,NULL,NULL,Yes,NULL,NULL,NULL
1376821,9587,Driver,50 to 54,4,NULL,West,"Automobile, Station Wagon",Turning Left,Failed to Yield Right of Way,Inattentive,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Yes,NULL,Yes,NULL,NULL,NULL,NULL,Yes,NULL,NULL,NULL
1366122,9588,Pedestrian,unknown,1,NULL,East,"Automobile, Station Wagon",Going Ahead,NULL,NULL,Pedestrian hit at mid-block,"Crossing, no Traffic Control",Inattentive,NULL,NULL,NULL,Yes,Yes,Yes,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1366122,9589,Cyclist,35 to 39,4,NULL,South,Bicycle,Going Ahead,NULL,NULL,NULL,NULL,NULL,Cyclist strikes pedestrian.,Driving Properly,Normal,Yes,Yes,Yes,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1365311,9590,Vehicle Owner,unknown,NULL,NULL,NULL,Other,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Yes,NULL,Yes,NULL,NULL,NULL,NULL,NULL,NULL,Yes,NULL,NULL,NULL
1365311,9591,Driver,45 to 49,1,NULL,North,"Automobile, Station Wagon",Turning Left,Failed to Yield Right of Way,Inattentive,NULL,NULL,NULL,NULL,NULL,NULL,Yes,NULL,Yes,NULL,NULL,NULL,NULL,NULL,NULL,Yes,NULL,NULL,NULL
1365311,9592,Pedestrian,25 to 29,4,NULL,Unknown,Other,NULL,NULL,NULL,Vehicle turns left while ped crosses with ROW at inter.,Crossing with right of way,Normal,NULL,NULL,NULL,Yes,NULL,Yes,NULL,NULL,NULL,NULL,NULL,NULL,Yes,NULL,NULL,NULL
1366152,9593,Driver,35 to 39,1,NULL,East,"Automobile, Station Wagon",Turning Left,Failed to Yield Right of Way,Inattentive,NULL,NULL,NULL,NULL,NULL,NULL,Yes,NULL,Yes,NULL,NULL,NULL,NULL,NULL,NULL,Yes,NULL,NULL,NULL
1366152,9594,Pedestrian,40 to 44,3,NULL,West,NULL,NULL,NULL,NULL,Vehicle turns left while ped crosses with ROW at inter.,Crossing with right of way,Normal,NULL,NULL,NULL,Yes,NULL,Yes,NULL,NULL,NULL,NULL,NULL,NULL,Yes,NULL,NULL,NULL
1366152,9595,Pedestrian,45 to 49,2,21,West,NULL,NULL,NULL,NULL,Vehicle turns left while ped crosses with ROW at inter.,Crossing with right of way,Normal,NULL,NULL,NULL,Yes,NULL,Yes,NULL,NULL,NULL,NULL,NULL,NULL,Yes,NULL,NULL,NULL
1377196,9596,Driver,55 to 59,5,NULL,North,"Automobile, Station Wagon",Turning Left,Improper Turn,Normal,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Yes,Yes,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1377196,9597,Cyclist,15 to 19,4,NULL,South,Bicycle,Going Ahead,NULL,NULL,NULL,NULL,NULL,Motorist turned left across cyclists path.,Driving Properly,Normal,NULL,Yes,Yes,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1377456,9598,Motorcycle Driver,20 to 24,4,NULL,North,Motorcycle,Going Ahead,Driving Properly,Normal,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Yes,Yes,NULL,NULL,NULL,NULL,NULL,Yes,NULL,NULL,NULL
1377456,9599,Driver,20 to 24,1,NULL,South,"Automobile, Station Wagon",Turning Left,Failed to Yield Right of Way,Inattentive,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Yes,Yes,NULL,NULL,NULL,NULL,NULL,Yes,NULL,NULL,NULL
1359618,9600,Driver,30 to 34,1,NULL,South,"Automobile, Station Wagon",Going Ahead,Driving Properly,Normal,NULL,NULL,NULL,NULL,NULL,NULL,Yes,NULL,Yes,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1365621,9601,Driver,60 to 64,1,NULL,North,"Automobile, Station Wagon",Turning Left,Failed to Yield Right of Way,Inattentive,NULL,NULL,NULL,NULL,NULL,NULL,Yes,NULL,Yes,NULL,NULL,NULL,NULL,NULL,NULL,Yes,NULL,NULL,NULL
1365621,9602,Pedestrian,65 to 69,4,NULL,Unknown,Other,NULL,NULL,NULL,Vehicle turns left while ped crosses with ROW at inter.,Crossing with right of way,Normal,NULL,NULL,NULL,Yes,NULL,Yes,NULL,NULL,NULL,NULL,NULL,NULL,Yes,NULL,NULL,NULL
1365635,9603,Passenger,25 to 29,4,NULL,NULL,Other,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Yes,NULL,NULL,NULL,NULL,Yes,NULL,NULL,NULL,Yes,NULL
1365635,9605,Driver,25 to 29,5,NULL,West,"Automobile, Station Wagon",Going Ahead,Lost control,"Ability Impaired, Alcohol Over .08",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Yes,NULL,NULL,NULL,NULL,Yes,NULL,NULL,NULL,Yes,NULL
1365635,9606,Driver,unknown,1,NULL,West,"Automobile, Station Wagon",Unknown,Other,Unknown,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Yes,NULL,NULL,NULL,NULL,Yes,NULL,NULL,NULL,Yes,NULL
1382978,9607,Driver,35 to 39,1,NULL,West,"Automobile, Station Wagon",Turning Right,Failed to Yield Right of Way,Inattentive,NULL,NULL,NULL,NULL,NULL,NULL,Yes,NULL,Yes,NULL,NULL,NULL,NULL,NULL,NULL,Yes,NULL,NULL,NULL
1382978,9608,Pedestrian,65 to 69,4,NULL,South,Other,NULL,NULL,NULL,Vehicle turns right while ped crosses with ROW at inter.,Crossing with right of way,Normal,NULL,NULL,NULL,Yes,NULL,Yes,NULL,NULL,NULL,NULL,NULL,NULL,Yes,NULL,NULL,NULL
1379135,9609,Driver,60 to 64,1,NULL,North,"Automobile, Station Wagon",Turning Left,Failed to Yield Right of Way,Inattentive,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Yes,Yes,NULL,NULL,NULL,NULL,NULL,NULL,Yes,NULL,NULL,NULL
1379135,9610,Cyclist,35 to 39,4,NULL,South,Bicycle,Going Ahead,NULL,NULL,NULL,NULL,NULL,Motorist turned left across cyclists path.,Driving Properly,Normal,NULL,Yes,Yes,NULL,NULL,NULL,NULL,NULL,NULL,Yes,NULL,NULL,NULL
1366764,9611,Driver,30 to 34,1,NULL,South,Pick Up Truck,Other,Other,Had Been Drinking,NULL,NULL,NULL,NULL,NULL,NULL,Yes,NULL,Yes,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1366764,9612,Pedestrian,35 to 39,2,22,Unknown,NULL,NULL,NULL,NULL,Pedestrian hit at mid-block,Other,Had Been Drinking,NULL,NULL,NULL,Yes,NULL,Yes,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1378518,9613,Driver,25 to 29,4,NULL,South,"Automobile, Station Wagon",Going Ahead,Driving Properly,Normal,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Yes,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1328909,9614,Vehicle Owner,unknown,NULL,NULL,NULL,Other,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Yes,NULL,NULL,NULL,NULL,NULL,Yes,Yes,NULL,NULL,NULL
1378518,9615,Vehicle Owner,unknown,NULL,NULL,NULL,Other,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Yes,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1378518,9616,Driver,25 to 29,4,NULL,North,"Automobile, Station Wagon",Going Ahead,Lost control,Inattentive,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Yes,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1379372,9617,Driver,25 to 29,1,NULL,South,"Automobile, Station Wagon",Going Ahead,Driving Properly,Had Been Drinking,NULL,NULL,NULL,NULL,NULL,NULL,Yes,NULL,Yes,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1379372,9618,Pedestrian,70 to 74,4,NULL,East,Other,NULL,NULL,NULL,Vehicle is going straight thru inter.while ped cross without ROW,"Crossing, no Traffic Control",Unknown,NULL,NULL,NULL,Yes,NULL,Yes,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1379915,9619,Motorcycle Driver,25 to 29,4,NULL,North,Motorcycle,Going Ahead,Speed too Fast For Condition,Inattentive,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Yes,NULL,NULL,NULL,NULL,Yes,Yes,NULL,NULL,NULL
1367518,9620,Motorcycle Driver,20 to 24,2,23,North,Motorcycle,Going Ahead,Driving Properly,Normal,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Yes,Yes,NULL,NULL,NULL,NULL,NULL,Yes,NULL,NULL,NULL
1367518,9621,Driver,45 to 49,1,NULL,West,"Automobile, Station Wagon",Turning Left,Failed to Yield Right of Way,Normal,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Yes,Yes,NULL,NULL,NULL,NULL,NULL,Yes,NULL,NULL,NULL
1379687,9622,Passenger,20 to 24,4,NULL,NULL,Other,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Yes,NULL,Yes,NULL,NULL,NULL,NULL,NULL
1491395,16801,Motorcycle Driver,40 to 44,4,NULL,East,Motorcycle,Going Ahead,Lost control,Unknown,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Yes,NULL,NULL,NULL,NULL,Yes,Yes,NULL,NULL,NULL
1492582,16802,Driver,25 to 29,1,NULL,South,"Automobile, Station Wagon",Turning Left,Failed to Yield Right of Way,Normal,NULL,NULL,NULL,NULL,NULL,NULL,Yes,NULL,Yes,NULL,NULL,NULL,NULL,Yes,NULL,Yes,NULL,NULL,NULL
1492582,16803,Passenger,20 to 24,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Yes,NULL,Yes,NULL,NULL,NULL,NULL,Yes,NULL,Yes,NULL,NULL,NULL
1492582,16804,Passenger,25 to 29,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Yes,NULL,Yes,NULL,NULL,NULL,NULL,Yes,NULL,Yes,NULL,NULL,NULL
1492582,16805,Pedestrian,50 to 54,4,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Normal,NULL,NULL,NULL,Yes,NULL,Yes,NULL,NULL,NULL,NULL,Yes,NULL,Yes,NULL,NULL,NULL
1494344,16806,Cyclist,15 to 19,4,NULL,North,Bicycle,Making U Turn,NULL,NULL,NULL,NULL,NULL,NULL,Improper Turn,Normal,NULL,Yes,Yes,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1494344,16807,Driver,65 to 69,1,NULL,North,"Automobile, Station Wagon",Going Ahead,Driving Properly,Normal,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Yes,Yes,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1501323,16808,Pedestrian,0 to 4,2,18,East,NULL,NULL,NULL,NULL,Vehicle turns left while ped crosses without ROW at inter.,"Crossing, no Traffic Control",Unknown,NULL,NULL,NULL,Yes,NULL,Yes,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1501323,16809,Pedestrian,35 to 39,3,NULL,East,NULL,NULL,NULL,NULL,Vehicle turns left while ped crosses without ROW at inter.,"Crossing, no Traffic Control",Unknown,NULL,NULL,NULL,Yes,NULL,Yes,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1501323,16810,Driver,80 to 84,1,NULL,West,"Automobile, Station Wagon",Turning Left,Improper Turn,Normal,NULL,NULL,NULL,NULL,NULL,NULL,Yes,NULL,Yes,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1501323,16811,Pedestrian,5 to 9,3,NULL,East,NULL,NULL,NULL,NULL,Vehicle turns left while ped crosses without ROW at inter.,"Crossing, no Traffic Control",Unknown,NULL,NULL,NULL,Yes,NULL,Yes,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1510299,16812,Driver,unknown,1,NULL,West,"Automobile, Station Wagon",Going Ahead,Speed too Fast For Condition,Other,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Yes,NULL,NULL,NULL,NULL,Yes,Yes,Yes,NULL,NULL,NULL
1510299,16813,Driver,50 to 54,4,NULL,West,"Automobile, Station Wagon",Stopped,Driving Properly,Normal,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Yes,NULL,NULL,NULL,NULL,Yes,Yes,Yes,NULL,NULL,NULL
1510299,16814,Driver,25 to 29,1,NULL,West,"Automobile, Station Wagon",Stopped,Driving Properly,Normal,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Yes,NULL,NULL,NULL,NULL,Yes,Yes,Yes,NULL,NULL,NULL
1510299,16815,Passenger,85 to 89,5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Yes,NULL,NULL,NULL,NULL,Yes,Yes,Yes,NULL,NULL,NULL
1510299,16816,Passenger,65 to 69,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Yes,NULL,NULL,NULL,NULL,Yes,Yes,Yes,NULL,NULL,NULL
1510299,16817,Passenger,70 to 74,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Yes,NULL,NULL,NULL,NULL,Yes,Yes,Yes,NULL,NULL,NULL
1521326,16818,Pedestrian,60 to 64,2,NULL,North,NULL,NULL,NULL,NULL,Vehicle is going straight thru inter.while ped cross without ROW,Crossing without right of way,Other,NULL,NULL,NULL,Yes,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1521326,16819,Driver,unknown,1,20,East,Other,Going Ahead,Other,Unknown,NULL,NULL,NULL,NULL,NULL,NULL,Yes,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1522941,16820,Pedestrian,0 to 4,2,19,West,NULL,NULL,NULL,NULL,Vehicle is going straight thru inter.while ped cross without ROW,"Crossing, no Traffic Control",Unknown,NULL,NULL,NULL,Yes,NULL,Yes,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1548237,16827,Motorcycle Driver,35 to 39,4,NULL,South,Motorcycle,Going Ahead,Lost control,Unknown,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Yes,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1522941,16821,Driver,45 to 49,1,NULL,North,"Automobile, Station Wagon",Going Ahead,Driving Properly,Normal,NULL,NULL,NULL,NULL,NULL,NULL,Yes,NULL,Yes,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
